Dimension,FunctionID,Run,Algorithm,BestSolution,BestFitness
10,9,5,DE/rand/1/bin,"[0.2922528034674687, -0.22907114613306834, -0.15688081047916203, 0.13008000527696983, 0.1306605049783915, -0.02010324929976362, 0.1235991123407686, 0.008064297847191329, 0.24006140748476712, -0.02871783570908737]",-0.9362451924630624
10,9,5,DE/best/1/bin,"[2.21290830998747, -3.5670680237036185, -4.02825156700349, 2.1820783367616983, -7.27615503861859, -1.406764445276014, -7.590195400885115, 2.210954993892397, -0.37013378155690646, -1.3009483447526886]",-0.024708657519767942
10,9,5,PSO,"[0.30066012785960816, -0.06179245663271633, 0.526378099437176, 0.6354640198637774, 0.20544545826352345, -0.42887929000889047, -0.22295591083510996, 0.12235519383369603, -0.08673616327525532, -0.10626060316127832]",-0.7857513346523584
10,9,6,DE/rand/1/bin,"[0.18176449252039137, 0.008710893257029423, 0.10492714708033384, 0.1878784615224323, 0.08654880405841921, -0.069722449015335, 0.2527855323692192, -0.013754264900936314, -0.3326727673324495, 0.06513270607884705]",-0.9362445940909538
10,9,6,DE/best/1/bin,"[-0.619656863571892, -2.204294644167721, 1.4216884242115615, -4.901341331156326, 23.209525314706752, -7.807021321252511, -0.5849493863042988, -3.901655961075353, 0.5128027449588395, -3.3831388992960707]",-0.006040287156565496
10,9,6,PSO,"[-0.3184845179542143, -0.14020300791539447, -0.16904247875256603, -0.2371691552525175, -0.37222762474450916, -0.08532918383631866, 0.7108435393258622, -0.3710473092229165, 0.2988116935858564, 0.027050934208149708]",-0.7857513346523582
10,9,7,DE/rand/1/bin,"[0.13260147277051976, -0.10321371747890878, -0.2751085543370114, -0.02768238685734327, 0.287017869850172, -0.1788648182131593, 0.15131296481189982, -0.0284673917353674, 0.1501865856907496, -0.07337362940496606]",-0.9362451242742221
10,9,7,DE/best/1/bin,"[-4.160999500548861, 1.4210327806732619, 2.9972717819310413, -14.553199988587298, -2.8058324473682488, 12.579357593240456, 2.329147390612613, -1.9920611813963665, 1.1119277647090953, -4.662505716018003]",-0.009037065491202865
10,9,7,PSO,"[-0.15011991951510698, 0.5520217865795809, -0.24107653449086763, -0.06964735835424221, -0.763114366511348, -0.26240581503652316, -0.0574993246707886, 0.07615120888759629, 0.09272369380710796, -0.1600225960949327]",-0.7857513346523584
10,9,8,DE/rand/1/bin,"[-0.04456358959530128, -0.0066131271080536735, 0.05144780456468733, -0.3554195180982407, -0.04424792746176258, -0.34282940976801524, 0.03812986055831076, -0.005336065625729537, 0.07479751474461797, 0.11458024769741275]",-0.9362451704746023
10,9,8,DE/best/1/bin,"[0.8241371066813519, -1.4145629709467569, -7.271543922086815, 2.162558548973408, 2.1695071795717626, -4.560967691106203, 1.5970775990611035, 0.09089487226714632, -0.46656649245397674, 3.2247184699391216]",-0.03885626621450302
10,9,8,PSO,"[0.4085794944563576, -0.3812964553361758, 0.4580281090751779, 0.2801733532411801, -0.44243610358788465, -0.34841818776165306, 0.012385225175365652, -0.1226807210517276, -0.1802974448698465, 0.3453636168957015]",-0.7857513346523584
10,9,9,DE/rand/1/bin,"[-0.31949558724097454, 0.07509491916076291, 0.24943259147783975, -0.16257888145332489, -0.14092576311018098, 0.18351706573854373, -0.1193164671805306, -0.007728781579935645, 0.05730884674106451, -0.057626519830347556]",-0.936244303971097
10,9,9,DE/best/1/bin,"[2.0184940338072863, 9.80418026504232, -0.7254332927707896, -7.898752032105332, 1.6676366123323993, -1.0149947619311703, 13.062284792253728, 15.264441064760087, -5.197894987692003, 2.8259708724226256]",-0.00656187035597775
10,9,9,PSO,"[0.4469441166381974, -0.13175979202608598, -0.28997554565654965, -0.4179532648254287, 0.36752277169064973, 0.22986479090726122, 0.44945092717911805, 0.1995860675336414, 0.41345624285013083, 0.0903055405087491]",-0.7857513346523584
10,9,10,DE/rand/1/bin,"[0.11788964348516845, 0.2701483165987354, -0.14205623365897363, -0.24910921896616528, 0.017653001055723837, 0.18727105684589396, 0.12414395550208215, -0.1023601368054661, 0.01711837214634155, -0.1998458408480035]",-0.9362453258155885
10,9,10,DE/best/1/bin,"[0.4795856452170281, -1.1859177145909314, -0.38893411179884485, -2.085425594490263, 1.6860048074801983, 0.1708057696206503, -13.676086945119302, 1.907001109402109, 0.26838998904331135, 0.22917757648714657]",-0.01962397950830178
10,9,10,PSO,"[0.16557085021654724, -0.10503039399572793, -0.19517457101112343, -0.12595951801285604, -0.16034244398456204, 0.056709888643396524, -0.1734207168601371, -0.3101710114205543, -0.09210427195024373, -0.12054259152713319]",-0.9362453278079418
10,9,11,DE/rand/1/bin,"[0.11345652764866998, 0.29759633350943304, -0.06816861706209817, 0.2505671081712478, 0.009595433775517984, -0.08545531628149391, -0.13708072228920415, 0.1977993770492927, 0.15203576758743703, -0.1164741308980333]",-0.9362436122916604
10,9,11,DE/best/1/bin,"[-4.208405848821431, 1.9146789684869636, -3.713729046926291, -0.12387896417597315, -6.967435576655493, -1.0700256472435554, -24.884534220246074, -5.100264523193854, 2.916269941547702, 1.621852319684963]",-0.005367043203878405
10,9,11,PSO,"[0.06120357569815571, -0.15188780273221592, -0.3532046000224451, 0.021355617587279524, 0.05975660978377875, -0.09249198677617713, 0.21733860854687345, 0.137052050967318, -0.03555582268923191, 0.19796393789391398]",-0.9362453278079418
10,9,12,DE/rand/1/bin,"[0.08058162742853288, 0.41417915846705416, -0.046422072715634616, -0.08215738009122608, -0.07925704672273265, 0.06974845175001876, 0.14196203321869422, 0.07092871377487538, 0.03426724975004862, 0.21495442737568585]",-0.9362453020644583
10,9,12,DE/best/1/bin,"[-0.573496416893867, -0.9405704155840204, 8.612070670053008, -1.1815634373242898, 0.11329713301285134, 0.9164877901864595, -1.2556930642707738, -2.508173371360148, -11.025354454728483, 2.7977061999489603]",-0.01827228425662302
10,9,12,PSO,"[0.08205519618118524, 0.17083150175211964, 0.14751661309238723, -0.08501961097511418, -0.34118906245099384, 0.17380739013351929, -0.1045229830586126, 0.1865192649098447, 0.07463605556540616, 0.08839835524826843]",-0.9362453278079418
10,9,13,DE/rand/1/bin,"[-0.2803112440463985, -0.1435913567456065, -0.17770799843132723, -0.3076281110626868, 0.12091417503580927, 0.0751966611173524, 0.11952642221230253, -0.03410907004964141, 0.037131024903507295, -0.0905356388755179]",-0.9362451067254309
10,9,13,DE/best/1/bin,"[3.3356064459702655, 1.8121957671574986, 3.6352724991419816, -0.6973398852404422, -9.173042876915748, 1.6726870248583725, 1.2892037334914583, 3.295952901992903, 1.09491995042469, -1.9643841213550082]",-0.02926878207205342
10,9,13,PSO,"[0.14626391607330608, -0.006789865555658487, 0.16655337552135607, 0.28938076612143926, -0.1776381263381755, 0.10624443134125526, 0.27148895836237225, -0.1315688884763247, 0.02653408601410456, -0.05141877659290777]",-0.9362452569229868
10,9,14,DE/rand/1/bin,"[-0.0011722053563494317, -0.007728931843096809, 0.27964068800941816, -0.16776027754245262, -0.24274125628287269, 0.2485615872407701, 0.18025134932545384, -0.047525631532053976, -0.0664967223130234, 0.06642433859637398]",-0.9362451798523258
10,9,14,DE/best/1/bin,"[7.989986438309362, 2.5941097777888453, 6.3486385688553835, -1.9938821967136247, -0.7592550989755354, -0.0910065217581313, 4.931251273283581, -4.526482734621804, 3.3046268240099685, 0.362420442973703]",-0.02281540328766778
10,9,14,PSO,"[-0.10609240695723476, 0.025028752682840168, 0.34232463943660907, -0.22708779667173093, -0.24304246708686494, -0.07495177717966407, -0.11832808101687876, -0.08170693177165048, 0.046560814691378835, 0.04954077023031127]",-0.9362453278079417
10,9,15,DE/rand/1/bin,"[0.013913350847653633, -0.27111717688312986, 0.1542019763247806, -0.03746093967937725, 0.0677647007032916, 0.009163422650765734, 0.19812834554183958, -0.284304264059595, 0.018940763434605407, 0.2159470049998677]",-0.9362453262336806
10,9,15,DE/best/1/bin,"[-0.08537569622178465, -0.8881025619504432, -0.004017186881737534, 0.9816105559627115, 0.6663626724612759, 5.765758893599636, 2.2596776711007007, 2.9462518234191055, -1.819478080364267, 1.0668440168128164]",-0.06931369115493793
10,9,15,PSO,"[0.7852486892001773, -1.000956050543617, 0.20680393443695483, -0.44092122868120154, -0.29309341547129875, -0.06900592847524857, -0.1930418074842093, 0.621239685073031, -0.14011611841203414, 0.23890305719715235]",-0.6194994367738177
10,9,16,DE/rand/1/bin,"[-0.1819638962130592, -0.001225509743636742, -0.31343159061223036, -0.16577982801677768, 0.14884301041317058, 0.06095099538472376, 0.27316906228203297, -0.04801887873607118, 0.09391758868983377, 0.014753011227660096]",-0.9362452643030418
10,9,16,DE/best/1/bin,"[-5.406952928628728, -0.582261686440015, 3.4147294102733667, 9.728368126836042, -2.307514586437952, -0.663119998830612, -0.31960924043175065, 2.6953355590729577, -4.926866408061411, 10.36337773415224]",-0.014049481009208562
10,9,16,PSO,"[-0.0703610852465763, 0.3636372643268031, -0.16799344072735997, -0.08788250258178536, -0.1480683732437809, 0.19342683410600592, -0.0676559271614473, -0.0835682239120283, -0.04469319552409153, -0.15684297489101726]",-0.9362453278079418
10,9,17,DE/rand/1/bin,"[-0.01447696504910126, 0.15423375105097448, -0.07587928718056652, 0.038662036504816685, -0.07049504430954409, 0.26465761112978126, 0.22432326290813087, 0.23167175048920638, 0.18855845823273304, 0.15748696113786093]",-0.9362453234370273
10,9,17,DE/best/1/bin,"[-3.5693275151518593, -9.405183430392189, -10.347874799727713, -7.354952288733342, 7.288544034780952, 17.7708334207175, -2.2459334617711213, 4.42705685112337, 1.4516230123768503, -0.3814423588979564]",-0.006040287156565496
10,9,17,PSO,"[0.02932269309201482, -0.23075168317785574, 0.17957442354077893, 0.08079480942493121, 0.13836849160564652, -0.2719345869239736, 0.0412685308257697, 0.033820748327986705, 0.25422984828404627, 0.13103161299609153]",-0.9362453278079418
10,9,18,DE/rand/1/bin,"[-0.13117445808010916, -0.2906427842979915, 0.2924059996665541, 0.07767303638372415, 0.13829964281427776, -0.09867895566166765, -0.1323794541491105, -0.13366932676314275, -0.059316186217249156, -0.09863061909203027]",-0.9362450589347063
10,9,18,DE/best/1/bin,"[2.6087885537574897, 4.36384580163977, 1.7351654393335956, -1.3118264085375708, -2.2261854147710265, -0.9197327295338745, 10.25299359667073, 0.8708328799938352, 1.1699461827155684, 1.1579554973516624]",-0.02684539978528057
10,9,18,PSO,"[0.2549923382765918, -0.050807146762973036, -0.03998138909803421, -0.22671871429367782, -0.02010385570614974, 0.06396338969851985, -0.16577111408786785, 0.10569885882529617, 0.16694635037414426, -0.28107473640297115]",-0.9362453278079418
10,9,19,DE/rand/1/bin,"[-0.039154722390934746, -0.09291018915825565, -0.12154694795820502, -0.10634038966937556, -0.10494010916719741, 0.1736898586011683, 0.01608180320615909, -0.16073210767162255, 0.019982641919241664, -0.4082219582493808]",-0.9362452209877677
10,9,19,DE/best/1/bin,"[-0.15494015769142452, 1.9137418878289445, -2.981971849693764, -6.527574288778483, 0.319203953433257, 0.47755444942467556, -4.822893265425331, -1.0910521221785159, -2.0945067644533295, 2.1018747941243725]",-0.043103514875447786
10,9,19,PSO,"[-0.09083797604316049, -0.28449766262520837, 0.0623714497446215, -0.0677837731465173, -0.08836576675677978, -0.06846598998582443, 0.2982274961576989, -0.029028002530041362, -0.1672616824475313, 0.20662550142858704]",-0.9362453278079418
10,10,0,DE/rand/1/bin,"[0.37481502502182595, 0.38218495342819137, 0.36580121370220975, 0.3684550090351636, 0.5742850299250092, 0.36831615426646885, 0.574285019371935, 0.3922602176701329, 0.37481504651588204, 0.12469515509971824]",24.118203096997295
10,10,0,DE/best/1/bin,"[2.4208216671065115, 11.331824160683329, 13.560514791201829, 13.392513960016384, 16.40654621567183, 3.791548823791028, 13.101101976937635, -4.3952104649394546, 11.602731805059346, 10.334290949018623]",190639350277.64587
10,10,0,PSO,"[-0.31697941517947603, 0.06322694440457834, 0.06322635143238914, -0.3169793894273647, 0.06322636350528968, -0.3169794168159354, 0.06322645255550216, 0.0632270008460965, -0.3169794000783252, 0.0632264385917666]",41.68847355312098
10,10,1,DE/rand/1/bin,"[-0.20864033538301183, 0.023217986822264225, 0.023217552135789788, 0.023218826092401515, 0.07786385379232696, 0.05728122931182367, 0.023218749425765725, 0.011453866865261952, 0.24100609554009733, 0.023219739888306445]",48.16114472184942
10,10,1,DE/best/1/bin,"[-5.561461955911513, -9.387511510873118, 7.984300544449344, -5.58919027620887, -9.309268116882382, -4.637606744781616, 12.808756779480383, -20.253600395609844, -16.235534055965367, -6.60342710065752]",908632282391.2505
10,10,1,PSO,"[0.4987365429188417, 0.017065405514045236, 0.49873712719908003, 0.01706551032883816, 0.017066271351259266, 0.017066410531647196, 0.498736785541559, 0.017065721978065978, 0.017065852983382198, 0.017067714270531647]",26.168415911096844
10,10,2,DE/rand/1/bin,"[0.450092775900722, 0.44598134979482573, 0.30297957413099147, 0.4366504347699116, 0.2628066958020026, 0.45482374859027447, 0.4500927759524323, 0.4510680903168361, 0.4699448077405202, 0.16597778591981638]",47.135351704265105
10,10,2,DE/best/1/bin,"[18.748355698353592, -5.387875429643723, -17.508028853116976, -2.365490013318973, 8.062441874084165, 16.296432767812796, 17.89350366129331, 14.691513242302868, -5.506124037548522, 11.577903577972346]",986774249094.6971
10,10,2,PSO,"[-0.349031821633629, 0.3673801898447921, 0.3674020362521311, 0.6303708674835798, 0.3673933612508738, 0.3673852739440944, 0.36735654310431515, 0.3674008085980445, 0.3674096879218983, 0.14217137038980926]",19.5891768754036
10,10,3,DE/rand/1/bin,"[0.003710060079213335, 0.010189746262470649, 0.0057515316975726045, 0.013938523546943412, -0.005419475891246021, 0.029773822738376872, 0.01606165431051515, -0.21290810253210965, 0.010672397124131906, 0.0017718760855287563]",43.96262135278742
10,10,3,DE/best/1/bin,"[-11.47745081996042, 8.240330369937983, -15.004266509980495, -18.687807431303888, 9.55984965375388, 14.07880773613638, 3.8761761124682605, 12.796508165862647, -6.812902197438456, 3.4704346172131775]",507954480714.33307
10,10,3,PSO,"[0.38537156081201707, 0.3853719572795227, 0.17527880770542842, 0.3853708706538438, 0.3853715762771436, 0.17527921396731425, 0.3853714576272369, 0.3853717788106491, 0.17528035929559452, -0.39029888217160336]",31.226451845816516
10,10,4,DE/rand/1/bin,"[0.6454726799316598, 0.3829365217776486, 0.38295415840262687, 0.38290655253732725, 0.6455049445334722, 0.1796417068638353, 0.6454715576719099, 0.3829388252929744, 0.38295964461012116, 0.3829467129525527]",15.93889036683766
10,10,4,DE/best/1/bin,"[16.814526475870125, 24.27238766907707, 27.743533164630335, -34.18407391087685, -23.215704886136983, 21.933253487780824, -5.197141920052847, 31.201707459447327, 39.48982377220668, 25.037092166615928]",227574389484986.5
10,10,4,PSO,"[-0.1862272746639633, -0.18622767933711645, 0.3840257529436241, -0.1862270153383125, -0.18622762016299868, 0.38402529124939533, -0.18622806641774384, -0.18622843481212717, -0.18622742042423135, -0.18622797843997016]",2.1265789259629013
10,10,5,DE/rand/1/bin,"[0.629523228604952, 0.4354029118004121, -0.04393722477820058, 0.4491161606314197, 0.4297084533447586, 0.43818599419461335, 0.6305237940641781, 0.4419721777678215, 0.4460995797962618, 0.4493858050097198]",23.086934500200545
10,10,5,DE/best/1/bin,"[12.877675710681448, 13.353024939697711, 8.277960601772616, 21.662092979276387, -7.430148245316975, -7.361886737646254, 14.676147163221739, 1.7098918592634877, 18.787293152685248, 9.061522220296983]",1566978239407.8062
10,10,5,PSO,"[-0.1920797709950212, 0.044066591010088516, 0.04406659359620366, -0.1920797725078036, 0.04406659157003812, 0.044066593624614486, -0.1920797735278299, -0.19207977285963743, -0.19207977241584534, -0.19207977301609266]",34.272322827195374
10,10,6,DE/rand/1/bin,"[0.4981181470296775, 0.01705432588272656, 0.23994873560888855, 0.01795661548735672, 0.017033035166806723, 0.01741719270567826, 0.01732328185577983, 0.017564599406337294, 0.017875637588004593, 0.018223190226314852]",37.514858952686524
10,10,6,DE/best/1/bin,"[-4.477538878412783, 8.596478810633414, 3.760157792389326, 7.832353292775171, 7.564010768618363, -2.2581801304157256, -6.6013020426833595, -12.743905228984314, 8.884111696186014, -14.15061258369797]",61481293862.18661
10,10,6,PSO,"[0.46130524412447976, 0.4611788410054358, 0.46077626770515195, 0.4610198536804614, 0.6452757522225862, 0.6456510848378093, 0.46085357867279414, 0.4609119297787355, 0.4611723557485537, 0.6452766066329991]",9.263453030944598
10,10,7,DE/rand/1/bin,"[-0.18583800637533543, 0.00451946019382049, -0.19677296920093904, -0.17688062322772535, -0.1905343861341377, 0.009454107351385565, -0.18155070308919488, 0.050062768117819886, -0.20523708278969818, 0.03932876561734269]",41.01382556764595
10,10,7,DE/best/1/bin,"[-19.683249549845343, 18.08642313093815, -16.211617963614337, 6.975577508393034, -7.431678266698391, -7.6368423300631765, -2.2373869808214444, -13.266012373005882, -8.541362356172126, -2.3153785064146035]",1063594549134.8043
10,10,7,PSO,"[0.017067291803274785, 0.496477666536332, 0.2531055766614437, 0.49647764506705017, 0.017067000020718353, 0.017066694648026765, 0.49647768702463274, 0.49647768677704607, -0.24121435900639068, 0.4964777073429218]",22.9896911319471
10,10,8,DE/rand/1/bin,"[-0.2082264024286708, 0.020600730528714962, 0.020302947221582792, 0.020695032211744253, -0.20808601572185922, 0.020256839890815396, 0.020638415866931797, 0.020188651554617448, 0.020372062591233798, 0.0201813642985065]",42.612140523545456
10,10,8,DE/best/1/bin,"[24.273801209572262, -10.758481988899828, 12.08723691318012, 3.573942896663298, 24.49364388110736, -15.647770821940998, -14.756982400835014, 16.336489205988293, -12.516804128937412, 15.845437113458022]",6484035983022.523
10,10,8,PSO,"[0.07542124459126284, 0.3459375093539423, 0.07542123980286528, -0.3110091358867268, 0.07542123394105286, 0.07542124133676259, 0.34593751347123, -0.3110091341168856, 0.3459375059488692, 0.3459375048162122]",42.57814061963728
10,10,9,DE/rand/1/bin,"[0.43140503574739947, 0.7138875807963414, 0.42467618213222824, 0.43005654215012823, 0.5980706411818788, 0.42897876050366135, 0.6145295052871418, 0.43097905475099013, 0.4302900907485335, -0.04074241256813205]",37.081710085645646
10,10,9,DE/best/1/bin,"[-15.474088721261086, 0.12813754564358132, -24.062916387693498, 3.077656467706981, -22.72396877154422, -17.217619172171453, -23.228076097831654, -1.0352512540001566, 11.263081217078362, -26.14544768203833]",13498615540338.541
10,10,9,PSO,"[0.08116564182205345, 0.35790047828566285, 0.563629037992376, 0.3578987458165255, 0.5636286064252486, 0.5636296548097561, 0.0811654303326124, 0.5636287245986561, 0.08116368470818307, 0.08116663522128624]",25.724271875233892
10,10,10,DE/rand/1/bin,"[0.35725480201775417, 0.393731853914668, 0.38211031639123844, 0.5729772939132298, 0.5472295258995123, 0.5817786084418258, 0.34103178240484744, 0.3613288930388324, 0.5679429585653838, 0.35438142110975196]",50.36216481363485
10,10,10,DE/best/1/bin,"[-3.056902418467379, 10.54299362463134, 11.322864403673936, 9.52218049810119, -2.8413075683060436, -0.06515930560144234, 13.705705279462169, -10.395468917521118, -9.120479466263383, 4.7333561711145435]",45910561047.06733
10,10,10,PSO,"[0.6118816112130261, -0.22700505478708063, 0.6118815947918312, 0.6118816031215312, 0.3362887940786378, 0.6118816100101974, 0.6118816120061006, -0.04589079587043181, 0.6118816176129507, 0.6118816083254129]",25.25149928400799
10,10,11,DE/rand/1/bin,"[-0.20032050115888078, -0.18541160668431406, -0.1854116015872039, -0.18541164621477516, -0.18541146313369855, -0.18541185594709694, -0.19561883239778954, -0.19858578850084235, 0.06648785595249326, -0.1885868417837186]",16.487575688141845
10,10,11,DE/best/1/bin,"[13.48220888945799, 13.519067541614032, -12.057778973411335, 7.587883209334681, -10.601051039566983, -5.319262291062097, 14.25233860928951, -5.1280408146895695, -12.17330209638677, -8.43373590022361]",130301790320.62386
10,10,11,PSO,"[0.18756444892351756, 0.6474144171138799, 0.4657705896794734, -0.19406396007553442, -0.1929875427613096, 0.46795097421334486, 0.46584792373494593, 0.46754987438372014, 0.4674006256632338, 0.4681176406750308]",18.861844409618307
10,10,12,DE/rand/1/bin,"[0.453145748625405, 0.44014638079055846, 0.26442264377637315, 0.44434274875789825, 0.43817105823606783, 0.40837661012559084, 0.4371324401993218, 0.12306244569810432, 0.15654833847053096, 0.44790028710537294]",51.30799347224368
10,10,12,DE/best/1/bin,"[12.807956098573698, 4.769245893832444, -14.399727045336377, 9.727042814625346, -17.529759275044107, -15.716867686000615, 10.928970130094008, 12.655268718099109, 17.282128375982907, 20.350512671012034]",1288371358775.0378
10,10,12,PSO,"[-0.3175472855165484, 0.054866803158655, 0.05486681589838474, -0.31754728373081764, 0.054866797550358164, 0.054866796666376276, -0.21899358893349927, 0.05486679455999489, 0.0548668962049945, -0.3175472733285426]",47.31605509309562
10,10,13,DE/rand/1/bin,"[0.5309700920425333, 0.5263323095743505, 0.30283389755380397, 0.503830805940457, 0.526332309486335, 0.528036852689259, 0.5385302705902199, 0.5263323095717504, 0.329844180811539, 0.5114965487237838]",33.40291047427576
10,10,13,DE/best/1/bin,"[-12.374305335338775, -10.984997411525772, 13.16617473134777, 3.7769704691804513, 13.398587538980927, -11.90447440201499, -6.483504466606762, -8.982995074023997, -9.313156031113962, 10.152143666144394]",89692210559.44571
10,10,13,PSO,"[-0.2024357107425693, 0.025597541693075137, 0.025597527706199958, 0.025597572698203883, -0.2024357228311571, 0.025597538944901476, 0.025597541671890097, 0.025597528689503588, -0.20243571258817786, 0.02559752671869281]",42.425807600016206
10,10,14,DE/rand/1/bin,"[0.014603405053220053, 0.055968059574302974, 0.044929111940040206, 0.6199004401275017, 0.031338115624720685, 0.5223719410816011, 0.2546499351600727, 0.5170024535950793, 0.047242306425633124, 0.5059539061060206]",56.897101592761814
10,10,14,DE/best/1/bin,"[10.977626650367704, 16.031684934647487, 11.082804213662392, 10.731127415678419, -8.48983037675788, 10.556627909680174, -5.104563499787371, 2.971369691984572, -3.0875982928639676, 15.421920637578193]",189035247552.88458
10,10,14,PSO,"[0.01741447907728204, 0.017414503772153294, 0.017414448435689824, 0.017414509143552626, 0.017414486713566702, 0.498823602813875, -0.22297350264366111, 0.017414465266958647, 0.017414461945101056, 0.017414493932035105]",38.89257626294011
10,10,15,DE/rand/1/bin,"[0.5638939886738975, 0.08171520968920035, 0.08171403280057274, 0.35656801851583414, 0.566905077071528, 0.08171327629573684, 0.25194160182739844, 0.08171310381799626, 0.5638937861179024, 0.5638942467716527]",31.371296958496547
10,10,15,DE/best/1/bin,"[15.02561100465078, -20.101061799843542, -14.014472520758876, -17.979316844333397, -15.491441165781168, -27.49985553465477, -26.55236627852009, -13.54111443204122, -0.37810361197628917, -8.224365757995393]",16767002093156.725
10,10,15,PSO,"[0.5593577383999068, -0.02369069533694311, 0.06696928784142712, -0.02369067978998952, -0.023690739651899276, 0.5593577348158866, 0.4343871096259042, -0.023690727151935136, -0.02369068119410481, 0.24299732299820906]",44.168207456658685
10,10,16,DE/rand/1/bin,"[0.5895692222394053, 0.3041072430047679, 0.4617325363210346, 0.5895692599490492, 0.707632264783463, 0.5822794963797175, 0.5895692190920498, 0.5924734875076457, 0.5983484736542294, 0.5893395335679856]",34.318476454544175
10,10,16,DE/best/1/bin,"[19.89906229519172, 14.083346655664922, -22.506120020777182, -24.369527518376103, 23.252611562420327, 22.349262261536154, -1.1953922226823024, -7.726142161209271, -27.195329722393666, 6.374342927708508]",16651792090100.035
10,10,16,PSO,"[0.3837325960404018, -0.18614416036119164, -0.186144262937823, 0.38373258967877827, 0.6459250490814531, 0.17683668734405983, 0.38373256782072357, 0.383732761556548, 0.38373266351994645, -0.18614418319509587]",16.61119330359551
10,10,17,DE/rand/1/bin,"[0.1933490029218375, 0.3509886912447604, 0.37636390619239374, 0.3791213669093799, 0.3691821876925154, 0.5921328582976334, 0.31755857632170564, 0.38767913514112895, 0.38762899626541925, 0.559979416380294]",63.022751160938405
10,10,17,DE/best/1/bin,"[17.58446489290238, -13.141412563480642, 11.752707887720302, -1.7450822676359352, 16.679855220831065, 13.559531121188154, 21.09080976931068, 20.151055759053627, -18.95960163249149, 10.188715245495938]",2337369156448.154
10,10,17,PSO,"[0.016576515791656445, 0.016582769857952394, 0.016578264941809643, 0.23802759894066305, 0.01658932092184515, 0.016573345199022062, 0.016594690771375775, 0.016583794745234245, 0.01656966032302126, 0.01655010870666749]",43.82003183384605
10,10,18,DE/rand/1/bin,"[-0.00760219786953753, 0.01594867961969112, 0.015948514137201643, 0.01594819382606726, 0.01594826695178923, 0.4969963797938363, 0.01594870436479251, 0.01594829204168849, 0.01594876284812023, 0.22194375439239525]",41.27919328274514
10,10,18,DE/best/1/bin,"[-17.302041590168727, 7.3638281305985895, 0.9084473168644553, 14.898525283425506, -1.8993648612503566, 9.351546595184871, 11.047017849293923, -15.773459088669558, -15.510140996900336, -7.500130793573714]",464422714918.34546
10,10,18,PSO,"[0.23904000302370684, 0.006256854606357053, 0.00625592715040096, 0.006255628065939959, -0.4776150711823725, 0.006255557484463154, 0.006256190522104605, 0.006256150217133719, 0.006256417763066147, 0.006257308774082284]",40.618114542422866
10,10,19,DE/rand/1/bin,"[0.020378409441006155, -0.2081110200806561, 0.020725219320191914, 0.020296132124531477, 0.020035747674545863, -0.20821191363660282, 0.020594325146517208, 0.020355735436440866, 0.02003579948220922, 0.020567120142709623]",42.61223570230128
10,10,19,DE/best/1/bin,"[-18.107849463861292, 4.2423341156854875, 12.82562778123285, -11.551676340785257, -30.329660069802486, -2.7010683665514508, 16.741304297353118, -21.653602762431206, 16.89359366018131, 4.454692561325416]",20082978999585.348
10,10,19,PSO,"[0.38015426277374986, 0.5770192414358308, 0.577014113148922, 0.38013940319946077, 0.5769482784972954, 0.5772619543835716, 0.5770511167293978, 0.38006922997423787, 0.38025228950082623, 0.5769934930208096]",8.265644145584961
10,11,0,DE/rand/1/bin,"[-0.15834842775574975, -0.6394342923776706, 0.2052111551884227, 0.3009065614667152, 0.2898296584338146, -0.07628054440321197, 0.05616162317250861, -0.058942182067367205, 0.273176429154385, 0.37164795643653314]",0.1737383162894841
10,11,0,DE/best/1/bin,"[-0.19577622596480856, -3.576816789216367, -3.2853047675438423, 11.626665099908553, 0.8496342877161145, 30.010478554144377, -2.2614910081040183, 9.251643263622928, 1.634167831557349, 1.5148554018480587]",3.399873345846811
10,11,0,PSO,"[0.6504494861604715, 0.619419423711786, 0.28519424154530043, 0.7858783119578687, -0.6898143201115752, -0.06286510334969025, -0.1425354297804, -0.20903094533141897, -1.165948189862549, -0.7621857720826329]",0.199873345846811
10,11,1,DE/rand/1/bin,"[-0.030517535339168955, -0.4935107531450418, 0.13790373670788758, 0.05698989045458565, 0.26778477497924535, 0.48001345729454414, 0.4347945947041666, 0.4010348543592873, 0.20570164057140244, 0.1812734095346146]",0.09987851368912264
10,11,1,DE/best/1/bin,"[10.400598172144244, -12.82321592765416, -4.7687587941414415, -20.191238236756636, -0.37892387280984785, -0.5912118319292328, 41.72715948978039, -14.809265270690219, 21.646065760180566, 1.7794295831670823]",5.599873345846811
10,11,1,PSO,"[0.09970257821628205, -0.015968851551881404, -1.4189827009246083, -0.7195755512594694, -0.026206977405209397, -0.5018047963556661, 0.5598170828500798, 0.8857061473577724, -0.16484442395732862, -0.26615463438473125]",0.19987334584681102
10,11,2,DE/rand/1/bin,"[0.422779049466829, -0.25513332989497517, -0.3949538732331649, 0.3339917030228245, 0.3057589774762808, -0.36696842537498975, 0.39399501331246306, 0.07858977751334266, -0.1309716412191737, -0.27612173679035934]",0.09987516999832818
10,11,2,DE/best/1/bin,"[-8.279043335160095, 0.7170519221983109, 1.2713036360038887, -1.551859788722489, 10.25529711481763, 1.8858827461065113, 0.7096004986291351, -0.6587305034468717, -2.0969822228863286, 2.964019057967727]",1.3998733458468111
